,player_id,year,Age,AB,H,HR,AVG,SLG,OBP,OPS,RBI,SB,Last Name,First Name
671,683734,2023,25,566,146,21,0.258,0.429,0.314,0.743,80,0,Vaughn,Andrew
672,807799,2023,29,537,155,15,0.289,0.445,0.338,0.783,72,8,Yoshida,Masataka
673,453568,2024,37,40,13,1,0.325,0.575,0.372,0.947,6,1,Blackmon,Charlie
674,457759,2024,39,31,9,1,0.29,0.548,0.41,0.958,5,0,Turner,Justin
675,467793,2024,38,29,4,0,0.138,0.172,0.242,0.414,1,0,Santana,Carlos
676,502671,2024,36,40,8,1,0.2,0.275,0.319,0.594,6,0,Goldschmidt,Paul
677,514888,2024,34,44,15,3,0.341,0.636,0.408,1.044,3,0,Altuve,Jose
678,516782,2024,35,38,10,1,0.263,0.368,0.333,0.701,2,2,Marte,Starling
679,518692,2024,34,46,16,1,0.348,0.457,0.466,0.923,8,1,Freeman,Freddie
680,519203,2024,34,41,9,1,0.22,0.317,0.333,0.65,4,0,Rizzo,Anthony
681,519317,2024,34,36,9,3,0.25,0.556,0.27,0.826,6,0,Stanton,Giancarlo
682,521692,2024,34,39,13,2,0.333,0.513,0.366,0.879,9,0,Perez,Salvador
683,542303,2024,33,40,13,5,0.325,0.75,0.341,1.091,12,0,Ozuna,Marcell
684,543685,2024,34,37,6,0,0.162,0.216,0.205,0.421,0,0,Rendon,Anthony
685,543760,2024,33,40,11,1,0.275,0.375,0.396,0.771,9,0,Semien,Marcus
686,543807,2024,34,42,7,2,0.167,0.357,0.3,0.657,2,0,Springer III,George
687,545361,2024,32,37,11,5,0.297,0.757,0.381,1.138,6,2,Trout,Mike
688,547180,2024,31,34,9,3,0.265,0.588,0.359,0.947,7,1,Harper,Bryce
689,547989,2024,37,30,2,0,0.067,0.067,0.152,0.219,0,0,Abreu,José
690,553869,2024,33,30,9,1,0.3,0.4,0.333,0.733,5,0,Díaz,Elias
691,553993,2024,32,42,12,1,0.286,0.405,0.354,0.759,7,0,Suárez,Eugenio
692,571448,2024,33,46,12,0,0.261,0.326,0.271,0.597,4,0,Arenado,Nolan
693,571745,2024,33,35,9,1,0.257,0.4,0.333,0.733,4,0,Haniger,Mitch
694,571970,2024,33,44,12,1,0.273,0.409,0.353,0.762,7,0,Muncy,Max
695,572233,2024,33,45,12,3,0.267,0.489,0.353,0.842,10,0,Walker,Christian
696,592178,2024,32,32,4,1,0.125,0.219,0.263,0.482,4,0,Bryant,Kris
697,592192,2024,35,29,6,2,0.207,0.448,0.395,0.843,4,1,Canha,Mark
698,592206,2024,32,35,4,0,0.114,0.114,0.244,0.358,2,0,Castellanos,Nick
699,592273,2024,31,31,5,0,0.161,0.161,0.278,0.439,1,0,Drury,Brandon
700,592450,2024,32,40,7,2,0.175,0.375,0.333,0.708,6,0,Judge,Aaron
701,592518,2024,31,50,9,2,0.18,0.34,0.268,0.608,7,0,Machado,Manny
702,592663,2024,33,30,9,2,0.3,0.5,0.364,0.864,4,0,Realmuto,J.T.
703,592885,2024,32,30,9,4,0.3,0.7,0.382,1.082,6,2,Yelich,Christian
704,593428,2024,31,52,13,1,0.25,0.327,0.304,0.631,6,1,Bogaerts,Xander
705,593871,2024,30,40,7,1,0.175,0.25,0.267,0.517,3,0,Polanco,Jorge
706,595777,2024,31,39,12,1,0.308,0.487,0.426,0.913,7,0,Profar,Jurickson
707,596019,2024,30,40,3,1,0.075,0.175,0.208,0.383,2,0,Lindor,Francisco
708,596115,2024,31,31,7,0,0.226,0.323,0.294,0.617,4,1,Story,Trevor
709,600869,2024,30,38,7,1,0.184,0.368,0.256,0.624,4,0,Candelario,Jeimer
710,605113,2024,34,32,7,0,0.219,0.25,0.265,0.515,3,0,Ahmed,Nick
711,605137,2024,31,42,9,1,0.214,0.31,0.313,0.623,6,0,Bell,Josh
712,605141,2024,31,48,18,5,0.375,0.792,0.508,1.3,11,2,Betts,Mookie
713,605204,2024,31,34,9,2,0.265,0.5,0.324,0.824,2,0,Davis,J.D.
714,606115,2024,29,36,15,0,0.417,0.556,0.447,1.003,2,0,Arcia,Orlando
715,606192,2024,31,50,14,4,0.28,0.56,0.333,0.893,14,1,Hernández,Teoscar
716,606466,2024,30,46,13,3,0.283,0.543,0.34,0.883,7,1,Marte,Ketel
717,607043,2024,31,33,7,2,0.212,0.424,0.395,0.819,8,1,Nimmo,Brandon
718,607208,2024,31,41,11,0,0.268,0.317,0.318,0.635,3,3,Turner,Trea
719,608070,2024,31,46,12,2,0.261,0.478,0.277,0.755,9,0,Ramírez,José
720,608324,2024,30,40,9,0,0.225,0.3,0.311,0.611,2,1,Bregman,Alex
721,608336,2024,30,33,6,2,0.182,0.455,0.308,0.763,3,1,Gallo,Joey
722,608369,2024,30,38,14,1,0.368,0.474,0.442,0.916,5,0,Seager,Corey
723,608385,2024,30,26,7,0,0.269,0.308,0.457,0.765,2,0,Winker,Jesse
724,608841,2024,32,38,8,0,0.211,0.237,0.295,0.532,2,0,Meneses,Joey
725,621020,2024,30,33,10,2,0.303,0.576,0.415,0.991,7,1,Swanson,Dansby
726,621043,2024,29,26,8,0,0.308,0.385,0.471,0.856,3,0,Correa,Carlos
727,621439,2024,30,30,7,0,0.233,0.333,0.303,0.636,4,0,Buxton,Byron
728,621493,2024,30,42,13,3,0.31,0.571,0.326,0.897,11,1,Ward,Taylor
729,621566,2024,30,37,11,3,0.297,0.703,0.381,1.084,8,0,Olson,Matt
730,623912,2024,29,42,10,0,0.238,0.262,0.238,0.5,3,0,Ramírez,Harold
731,623993,2024,29,37,8,2,0.216,0.432,0.231,0.663,10,0,Santander,Anthony
732,624413,2024,29,42,7,2,0.167,0.31,0.222,0.532,3,0,Alonso,Pete
733,624415,2024,29,28,7,1,0.25,0.429,0.364,0.793,4,0,Biggio,Cavan
734,624424,2024,31,37,13,3,0.351,0.703,0.415,1.118,10,0,Conforto,Michael
735,624585,2024,32,40,9,2,0.225,0.45,0.319,0.769,3,0,Soler,Jorge
736,630105,2024,30,48,15,1,0.313,0.5,0.382,0.882,11,0,Cronenworth,Jake
737,641313,2024,31,42,11,0,0.262,0.286,0.295,0.581,1,1,Anderson,Tim
738,641355,2024,28,39,9,2,0.231,0.41,0.326,0.736,10,0,Bellinger,Cody
739,641487,2024,29,43,6,2,0.14,0.279,0.213,0.492,4,0,Crawford,J.P.
740,641680,2024,29,34,8,0,0.235,0.294,0.235,0.529,4,0,Heim,Jonah
741,641857,2024,29,41,17,2,0.415,0.61,0.468,1.078,8,0,McMahon,Ryan
742,641933,2024,29,28,10,5,0.357,0.893,0.514,1.407,5,1,O'Neill,Tyler
743,642133,2024,29,29,8,1,0.276,0.379,0.4,0.779,6,0,Tellez,Rowdy
744,642350,2024,28,35,9,1,0.257,0.4,0.395,0.795,3,6,Siri,Jose
745,642715,2024,28,35,9,2,0.257,0.457,0.35,0.807,4,1,Adames,Willy
746,642731,2024,28,43,7,1,0.163,0.256,0.159,0.415,6,0,Estrada,Thairo
747,643217,2024,29,39,6,0,0.154,0.154,0.214,0.368,1,0,Benintendi,Andrew
748,643446,2024,32,28,4,1,0.143,0.25,0.273,0.523,1,0,McNeil,Jeff
749,645277,2024,27,38,11,2,0.289,0.526,0.357,0.883,10,1,Albies,Ozzie
750,646240,2024,27,32,7,2,0.219,0.469,0.342,0.811,3,0,Devers,Rafael
751,647304,2024,27,33,10,1,0.303,0.455,0.359,0.814,5,0,Naylor,Josh
752,650333,2024,27,44,11,0,0.25,0.341,0.34,0.681,0,0,Arraez,Luis
753,650402,2024,27,45,10,0,0.222,0.267,0.308,0.575,2,2,Torres,Gleyber
754,650490,2024,32,44,10,1,0.227,0.341,0.286,0.627,9,0,Díaz,Yandy
755,650559,2024,27,48,14,1,0.292,0.375,0.292,0.667,1,0,De La Cruz,Bryan
756,656305,2024,31,44,8,2,0.182,0.364,0.25,0.614,9,0,Chapman,Matt
757,656555,2024,31,29,6,2,0.207,0.414,0.314,0.728,6,0,Hoskins,Rhys
758,656582,2024,31,37,12,1,0.324,0.541,0.444,0.985,9,1,Joe,Connor
759,656941,2024,31,41,9,2,0.22,0.366,0.289,0.655,5,1,Schwarber,Kyle
760,657041,2024,28,39,9,1,0.231,0.308,0.311,0.619,7,6,Thomas,Lane
761,657077,2024,28,38,8,1,0.211,0.316,0.295,0.611,4,0,Verdugo,Alex
762,660162,2024,29,37,10,0,0.27,0.405,0.357,0.762,0,1,Moncada,Yoán
763,660271,2024,29,55,19,3,0.345,0.673,0.383,1.056,8,1,Ohtani,Shohei
764,660670,2024,26,36,8,0,0.222,0.278,0.333,0.611,4,1,Acuña Jr.,Ronald
765,660688,2024,25,31,6,1,0.194,0.29,0.265,0.555,3,0,Ruiz,Keibert
766,661388,2024,26,36,14,2,0.389,0.667,0.439,1.106,9,0,Contreras,William
767,662139,2024,27,30,4,0,0.133,0.167,0.235,0.402,0,0,Varsho,Daulton
768,663538,2024,27,32,5,0,0.156,0.188,0.372,0.56,0,0,Hoerner,Nico
769,663586,2024,27,39,10,2,0.256,0.487,0.31,0.797,8,0,Riley,Austin
770,663624,2024,27,34,10,1,0.294,0.529,0.35,0.879,8,0,Mountcastle,Ryan
771,663647,2024,27,44,13,0,0.295,0.364,0.396,0.76,5,0,Hayes,Ke'Bryan
772,663656,2024,27,44,12,2,0.273,0.455,0.347,0.802,7,1,Tucker,Kyle
773,663697,2024,27,33,8,0,0.242,0.333,0.405,0.738,3,1,India,Jonathan
774,663898,2024,27,38,7,0,0.184,0.237,0.205,0.442,0,0,Rodgers,Brendan
775,664023,2024,29,40,13,0,0.325,0.45,0.438,0.888,8,0,Happ,Ian
776,664761,2024,27,34,8,0,0.235,0.353,0.35,0.703,6,1,Bohm,Alec
777,664774,2024,30,30,10,0,0.333,0.433,0.429,0.862,0,0,Wade Jr.,LaMonte
778,664913,2024,31,32,5,0,0.156,0.156,0.229,0.385,3,0,Brown,Seth
779,665120,2024,30,35,11,1,0.314,0.457,0.385,0.842,5,0,Walsh,Jared
780,665161,2024,26,40,13,2,0.325,0.5,0.357,0.857,7,1,Peña,Jeremy
781,665487,2024,25,49,14,4,0.286,0.551,0.352,0.903,8,2,Tatis Jr.,Fernando
782,665489,2024,25,41,9,2,0.22,0.415,0.347,0.762,4,0,Guerrero Jr.,Vladimir
783,665742,2024,25,42,15,2,0.357,0.548,0.462,1.01,10,0,Soto,Juan
784,665750,2024,25,28,7,0,0.25,0.393,0.344,0.737,1,1,Taveras,Leody
785,665828,2024,25,33,11,2,0.333,0.545,0.389,0.934,8,0,Cabrera,Oswaldo
786,665833,2024,25,46,14,2,0.304,0.457,0.347,0.804,4,1,Cruz,Oneil
787,665839,2024,25,32,4,1,0.125,0.219,0.143,0.362,6,0,Valdez,Enmanuel
788,665862,2024,26,34,7,2,0.206,0.412,0.357,0.769,8,1,Chisholm Jr.,Jazz
789,665926,2024,25,37,12,0,0.324,0.514,0.422,0.936,7,1,Giménez,Andrés
790,666134,2024,26,42,8,0,0.19,0.286,0.292,0.578,4,1,Jones,Nolan
791,666158,2024,26,36,6,0,0.167,0.194,0.211,0.405,1,0,Lux,Gavin
792,666181,2024,26,35,9,2,0.257,0.629,0.333,0.962,6,2,Benson,Will
793,666182,2024,26,35,7,0,0.2,0.314,0.3,0.614,3,0,Bichette,Bo
794,666624,2024,25,40,12,2,0.3,0.525,0.333,0.858,6,0,Morel,Christopher
795,666969,2024,31,41,11,4,0.268,0.585,0.311,0.896,11,1,García,Adolis
796,666971,2024,30,47,14,3,0.298,0.532,0.365,0.897,12,1,Gurriel Jr.,Lourdes
797,668227,2024,29,37,8,2,0.216,0.378,0.293,0.671,4,2,Arozarena,Randy
798,668709,2024,26,39,11,1,0.282,0.462,0.333,0.795,5,0,Bleday,JJ
799,668715,2024,26,37,14,3,0.378,0.757,0.465,1.222,14,2,Steer,Spencer
800,668804,2024,29,48,12,2,0.25,0.458,0.357,0.815,10,0,Reynolds,Bryan
801,668930,2024,24,29,11,1,0.379,0.586,0.424,1.01,7,7,Turang,Brice
802,668939,2024,26,33,10,0,0.303,0.364,0.385,0.749,5,0,Rutschman,Adley
803,669004,2024,25,31,10,3,0.323,0.742,0.382,1.124,8,0,Melendez Jr.,MJ
804,669134,2024,25,40,14,1,0.35,0.5,0.366,0.866,8,0,Campusano,Luis
805,669257,2024,29,45,18,0,0.4,0.489,0.429,0.918,9,0,Smith,Will
806,669261,2024,25,38,8,1,0.211,0.316,0.295,0.611,3,0,Suwinski,Jack
807,669357,2024,24,41,8,2,0.195,0.39,0.267,0.657,7,0,Gorman,Nolan
808,669394,2024,28,42,12,2,0.286,0.476,0.319,0.795,12,0,Burger,Jake
809,669707,2024,26,40,11,1,0.275,0.375,0.356,0.731,5,1,Triolo,Jared
810,670541,2024,27,44,13,4,0.295,0.614,0.367,0.981,9,0,Alvarez,Yordan
811,670623,2024,25,39,10,3,0.256,0.513,0.31,0.823,8,0,Paredes,Isaac
812,671213,2024,24,38,9,1,0.237,0.342,0.326,0.668,3,0,Casas,Triston
813,671289,2024,25,31,6,1,0.194,0.323,0.257,0.58,5,2,Freeman,Tyler
814,671739,2024,23,36,13,2,0.361,0.639,0.425,1.064,6,1,Harris II,Michael
815,672386,2024,25,34,6,0,0.176,0.176,0.237,0.413,7,0,Kirk,Alejandro
816,672515,2024,24,31,5,0,0.161,0.258,0.297,0.555,6,0,Moreno,Gabriel
817,672580,2024,24,41,10,3,0.244,0.561,0.273,0.834,9,1,Garcia,Maikel
818,673237,2024,25,38,12,2,0.316,0.5,0.366,0.866,4,0,Diaz,Yainer
819,673490,2024,28,48,10,1,0.208,0.354,0.291,0.645,7,3,Kim,Ha-Seong
820,673548,2024,29,38,11,2,0.289,0.526,0.383,0.909,12,0,Suzuki,Seiya
821,676059,2024,25,31,6,1,0.194,0.355,0.242,0.597,5,0,Westburg,Jordan
822,676116,2024,28,33,7,0,0.212,0.242,0.316,0.558,1,0,Noda,Ryan
823,676475,2024,25,33,6,0,0.182,0.242,0.206,0.448,2,0,Burleson,Alec
824,676609,2024,27,30,9,0,0.3,0.367,0.333,0.7,3,4,Caballero,José
825,676801,2024,29,33,7,0,0.212,0.273,0.35,0.623,3,1,McCormick,Chas
826,677587,2024,23,33,9,0,0.273,0.424,0.333,0.757,2,0,Rocchio,Brayan
827,677594,2024,23,43,8,0,0.186,0.209,0.239,0.448,3,2,Rodríguez,Julio
828,677951,2024,24,40,14,2,0.35,0.675,0.409,1.084,2,2,Witt Jr.,Bobby
829,678662,2024,22,39,11,2,0.282,0.487,0.364,0.851,6,1,Tovar,Ezequiel
830,678882,2024,23,30,7,0,0.233,0.4,0.286,0.686,5,1,Rafaela,Ceddanne
831,679529,2024,24,42,8,0,0.19,0.262,0.244,0.506,2,0,Torkelson,Spencer
832,680757,2024,26,47,18,1,0.383,0.489,0.396,0.885,3,1,Kwan,Steven
833,680776,2024,27,43,15,1,0.349,0.419,0.404,0.823,5,6,Duran,Jarren
834,680779,2024,24,30,4,0,0.133,0.2,0.243,0.443,2,0,Davis,Henry
835,680869,2024,24,37,9,1,0.243,0.432,0.349,0.781,4,2,Gelof,Zack
836,680977,2024,27,36,10,1,0.278,0.472,0.422,0.894,6,0,Donovan,Brendan
837,681082,2024,26,30,6,0,0.2,0.233,0.324,0.557,3,2,Stott,Bryson
838,681351,2024,24,31,11,1,0.355,0.548,0.429,0.977,6,0,O'Hoppe,Logan
839,681546,2024,27,36,5,1,0.139,0.25,0.262,0.512,4,0,Outman,James
840,682626,2024,22,32,9,1,0.281,0.469,0.324,0.793,4,0,Alvarez,Francisco
841,682829,2024,22,37,11,2,0.297,0.595,0.366,0.961,5,6,De La Cruz,Elly
842,682985,2024,23,36,7,3,0.194,0.472,0.326,0.798,5,0,Greene,Riley
843,682998,2024,23,40,9,0,0.225,0.25,0.34,0.59,1,3,Carroll,Corbin
844,683002,2024,23,34,7,2,0.206,0.441,0.282,0.723,6,2,Henderson,Gunnar
845,683011,2024,23,36,15,2,0.417,0.667,0.488,1.155,6,3,Volpe,Anthony
846,683146,2024,24,36,12,1,0.333,0.417,0.385,0.802,5,0,Baty,Brett
847,683734,2024,26,35,6,0,0.171,0.171,0.256,0.427,2,0,Vaughn,Andrew
848,683737,2024,26,31,8,1,0.258,0.419,0.333,0.752,5,0,Busch,Michael
849,686217,2024,24,30,8,0,0.267,0.3,0.353,0.653,2,2,Frelick,Sal
850,686469,2024,26,33,4,0,0.121,0.121,0.216,0.337,0,0,Pasquantino,Vinnie
851,686668,2024,26,40,11,2,0.275,0.525,0.31,0.835,5,0,Doyle,Brenton
852,687263,2024,23,35,7,0,0.2,0.257,0.243,0.5,4,1,Neto,Zach
853,687363,2024,23,39,3,0,0.077,0.128,0.163,0.291,0,2,Scott II,Victor
854,687952,2024,24,44,6,1,0.136,0.25,0.133,0.383,5,0,Encarnacion-Strand,Christian
855,690993,2024,22,32,8,0,0.25,0.281,0.333,0.614,3,1,Keith,Colt
856,691023,2024,22,33,6,0,0.182,0.273,0.263,0.536,2,0,Walker,Jordan
857,691026,2024,22,30,10,0,0.333,0.4,0.344,0.744,3,1,Winn,Masyn
858,694192,2024,20,36,10,2,0.278,0.472,0.316,0.788,7,1,Chourio,Jackson
859,694384,2024,22,27,2,1,0.074,0.185,0.297,0.482,4,0,Schanuel,Nolan
860,694497,2024,21,29,5,0,0.172,0.276,0.385,0.661,2,1,Carter,Evan
861,694671,2024,22,43,11,0,0.256,0.326,0.298,0.624,6,0,Langford,Wyatt
862,701538,2024,21,37,12,1,0.324,0.459,0.405,0.864,2,1,Merrill,Jackson
863,702358,2024,24,34,9,1,0.265,0.353,0.286,0.639,3,4,Lipscomb III,Trey
864,807799,2024,30,33,8,0,0.242,0.303,0.342,0.645,3,0,Yoshida,Masataka
865,808982,2024,25,42,10,1,0.238,0.333,0.306,0.639,4,0,Lee,Jung Hoo
